Complex,Year,var,value
SPEnglishBay,1991,walleye pollock_SumCPUENo,2560632.67763
SPEnglishBay,1992,walleye pollock_MeanCPUEkg,19020.6161127955
SPEnglishBay,1992,walleye pollock_MeanCPUENo,31544.8342870568
SPEnglishBay,1992,walleye pollock_SumCPUEkg,1673814.217926
SPEnglishBay,1992,walleye pollock_SumCPUENo,2775945.417261
SPEnglishBay,1993,walleye pollock_MeanCPUEkg,17259.6038547356
SPEnglishBay,1993,walleye pollock_MeanCPUENo,26730.037782023
SPEnglishBay,1993,walleye pollock_SumCPUEkg,1501585.535362
SPEnglishBay,1993,walleye pollock_SumCPUENo,2325513.287036
SPEnglishBay,1994,walleye pollock_MeanCPUEkg,12301.378495625
SPEnglishBay,1994,walleye pollock_MeanCPUENo,27266.4608265455
SPEnglishBay,1994,walleye pollock_SumCPUEkg,1082521.307615
SPEnglishBay,1994,walleye pollock_SumCPUENo,2399448.552736
SPEnglishBay,1995,walleye pollock_MeanCPUEkg,18867.5788009425
SPEnglishBay,1995,walleye pollock_MeanCPUENo,39207.2227664713
SPEnglishBay,1995,walleye pollock_SumCPUEkg,1641479.355682
SPEnglishBay,1995,walleye pollock_SumCPUENo,3411028.380683
SPEnglishBay,1996,walleye pollock_MeanCPUEkg,10578.0677456782
SPEnglishBay,1996,walleye pollock_MeanCPUENo,20149.0407193333
SPEnglishBay,1996,walleye pollock_SumCPUEkg,920291.893874
SPEnglishBay,1996,walleye pollock_SumCPUENo,1752966.542582
SPEnglishBay,1997,walleye pollock_MeanCPUEkg,13489.3042236552
SPEnglishBay,1997,walleye pollock_MeanCPUENo,34674.4786927012
SPEnglishBay,1997,walleye pollock_SumCPUEkg,1173569.467458
SPEnglishBay,1997,walleye pollock_SumCPUENo,3016679.646265
SPEnglishBay,1998,walleye pollock_MeanCPUEkg,5693.20825295402
SPEnglishBay,1998,walleye pollock_MeanCPUENo,14293.0184620345
SPEnglishBay,1998,walleye pollock_SumCPUEkg,495309.118007
SPEnglishBay,1998,walleye pollock_SumCPUENo,1243492.606197
SPEnglishBay,1999,walleye pollock_MeanCPUEkg,16678.9873225747
SPEnglishBay,1999,walleye pollock_MeanCPUENo,34026.4668352874
SPEnglishBay,1999,walleye pollock_SumCPUEkg,1451071.897064
SPEnglishBay,1999,walleye pollock_SumCPUENo,2960302.61467
SPEnglishBay,2000,walleye pollock_MeanCPUEkg,20048.664924
SPEnglishBay,2000,walleye pollock_MeanCPUENo,35705.0602081954
SPEnglishBay,2000,walleye pollock_SumCPUEkg,1744233.848388
SPEnglishBay,2000,walleye pollock_SumCPUENo,3106340.238113
SPEnglishBay,2001,walleye pollock_MeanCPUEkg,14919.0089907701
SPEnglishBay,2001,walleye pollock_MeanCPUENo,26039.5751155632
SPEnglishBay,2001,walleye pollock_SumCPUEkg,1297953.782197
SPEnglishBay,2001,walleye pollock_SumCPUENo,2265443.035054
SPEnglishBay,2002,walleye pollock_MeanCPUEkg,15637.7548686023
SPEnglishBay,2002,walleye pollock_MeanCPUENo,25609.8726106364
SPEnglishBay,2002,walleye pollock_SumCPUEkg,1376122.428437
SPEnglishBay,2002,walleye pollock_SumCPUENo,2253668.789736
SPEnglishBay,2003,walleye pollock_MeanCPUEkg,18660.4581622727
SPEnglishBay,2003,walleye pollock_MeanCPUENo,28651.7016283409
SPEnglishBay,2003,walleye pollock_SumCPUEkg,1642120.31828
SPEnglishBay,2003,walleye pollock_SumCPUENo,2521349.743294
SPEnglishBay,2004,walleye pollock_MeanCPUEkg,13646.9743675287
SPEnglishBay,2004,walleye pollock_MeanCPUENo,21341.7729522529
SPEnglishBay,2004,walleye pollock_SumCPUEkg,1187286.769975
SPEnglishBay,2004,walleye pollock_SumCPUENo,1856734.246846
SPEnglishBay,2005,walleye pollock_MeanCPUEkg,19435.5221946941
SPEnglishBay,2005,walleye pollock_MeanCPUENo,28005.1861843529
SPEnglishBay,2005,walleye pollock_SumCPUEkg,1652019.386549
SPEnglishBay,2005,walleye pollock_SumCPUENo,2380440.82567
SPEnglishBay,2006,walleye pollock_MeanCPUEkg,12884.9879452184
SPEnglishBay,2006,walleye pollock_MeanCPUENo,18851.610340023
SPEnglishBay,2006,walleye pollock_SumCPUEkg,1120993.951234
SPEnglishBay,2006,walleye pollock_SumCPUENo,1640090.099582
SPEnglishBay,2007,walleye pollock_MeanCPUEkg,14944.2428555977
SPEnglishBay,2007,walleye pollock_MeanCPUENo,25303.245037092
SPEnglishBay,2007,walleye pollock_SumCPUEkg,1300149.128437
SPEnglishBay,2007,walleye pollock_SumCPUENo,2201382.318227
SPEnglishBay,2008,walleye pollock_MeanCPUEkg,12060.2546151264
SPEnglishBay,2008,walleye pollock_MeanCPUENo,15990.3553401609
SPEnglishBay,2008,walleye pollock_SumCPUEkg,1049242.151516
SPEnglishBay,2008,walleye pollock_SumCPUENo,1391160.914594
SPEnglishBay,2009,walleye pollock_MeanCPUEkg,10975.9431674138
SPEnglishBay,2009,walleye pollock_MeanCPUENo,15750.0720042069
SPEnglishBay,2009,walleye pollock_SumCPUEkg,954907.055565
